datetimeäáš;value;station_name;nat_abbr;wigos_id;e_coord;n_coord;latitude;longitude;installation_height;param_short
2022-03-02T00:00:00Z;347;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;dkl010h0
2022-03-02T00:00:00Z;4;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;fu3010h0
2022-03-02T00:00:00Z;9.7;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;fu3010h1
2022-03-02T00:00:00Z;0;Arosa;ARO;0-20000-0-06785;2771033.8;1184822.8;46.79259444;9.67905;1880;gre000h0
2022-03-02T00:00:00Z;1022;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;pp0qnhh0
2022-03-02T00:00:00Z;1539.1;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;ppz850h0
2022-03-02T00:00:00Z;814.3;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;prestah0
2022-03-02T00:00:00Z;0;Arosa;ARO;0-20000-0-06785;2771031.3;1184825.6;46.79261944;9.679016667;1880;rre150h0
2022-03-02T00:00:00Z;0;Arosa;ARO;0-20000-0-06785;2771033.8;1184822.8;46.79259444;9.67905;1880;sre000h0
2022-03-02T00:00:00Z;-24.9;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tde200h0
2022-03-02T00:00:00Z;-4.3;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200h0
2022-03-02T00:00:00Z;-4.7;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200hn
2022-03-02T00:00:00Z;-3.8;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200hx
2022-03-02T00:00:00Z;18.3;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;ure200h0
2022-03-05T08:00:00Z;27;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;dkl010h0
2022-03-05T08:00:00Z;2.2;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;fu3010h0
2022-03-05T08:00:00Z;6.1;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;fu3010h1
2022-03-05T08:00:00Z;268;Arosa;ARO;0-20000-0-06785;2771033.8;1184822.8;46.79259444;9.67905;1880;gre000h0
2022-03-05T19:00:00Z;350;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;dkl010h0
2022-03-05T19:00:00Z;8.3;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;fu3010h0
2022-03-05T19:00:00Z;15.1;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;fu3010h1
2022-03-05T19:00:00Z;0;Arosa;ARO;0-20000-0-06785;2771033.8;1184822.8;46.79259444;9.67905;1880;gre000h0
2022-03-05T19:00:00Z;1011.2;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;pp0qnhh0
2022-03-05T19:00:00Z;1457.1;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;ppz850h0
2022-03-05T19:00:00Z;805.3;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;prestah0
2022-03-05T19:00:00Z;0;Arosa;ARO;0-20000-0-06785;2771031.3;1184825.6;46.79261944;9.679016667;1880;rre150h0
2022-03-05T19:00:00Z;0;Arosa;ARO;0-20000-0-06785;2771033.8;1184822.8;46.79259444;9.67905;1880;sre000h0
2022-03-05T19:00:00Z;-14.4;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tde200h0
2022-03-05T19:00:00Z;-8.4;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200h0
2022-03-05T19:00:00Z;-9.1;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200hn
2022-03-05T19:00:00Z;-7.6;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200hx
2022-03-05T19:00:00Z;62.2;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;ure200h0
2022-03-03T09:00:00Z;0;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200hn
2022-03-03T09:00:00Z;0.5;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200hx
2022-03-03T09:00:00Z;31.8;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;ure200h0
2022-03-04T07:00:00Z;13;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;fu3010h1
2022-03-04T07:00:00Z;17;Arosa;ARO;0-20000-0-06785;2771033.8;1184822.8;46.79259444;9.67905;1880;gre000h0
2022-03-04T07:00:00Z;1011.2;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;pp0qnhh0
2022-03-04T07:00:00Z;1453.6;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;ppz850h0
2022-03-02T08:00:00Z;18;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;dkl010h0
2022-03-02T08:00:00Z;3.2;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;fu3010h0
2022-03-02T08:00:00Z;7.6;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;fu3010h1
2022-03-02T08:00:00Z;229;Arosa;ARO;0-20000-0-06785;2771033.8;1184822.8;46.79259444;9.67905;1880;gre000h0
2022-03-02T08:00:00Z;1020.1;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;pp0qnhh0
2022-03-02T08:00:00Z;1518.7;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;ppz850h0
2022-03-02T08:00:00Z;812.7;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;prestah0
2022-03-02T08:00:00Z;0;Arosa;ARO;0-20000-0-06785;2771031.3;1184825.6;46.79261944;9.679016667;1880;rre150h0
2022-03-02T08:00:00Z;58;Arosa;ARO;0-20000-0-06785;2771033.8;1184822.8;46.79259444;9.67905;1880;sre000h0
2022-03-02T08:00:00Z;-28;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tde200h0
2022-03-02T08:00:00Z;-1.3;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200h0
2022-03-02T08:00:00Z;-2.1;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200hn
2022-03-02T08:00:00Z;-0.9;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200hx
2022-03-02T08:00:00Z;11.3;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;ure200h0
2022-03-05T16:00:00Z;262;Arosa;ARO;0-20000-0-06785;2771033.8;1184822.8;46.79259444;9.67905;1880;gre000h0
2022-03-05T16:00:00Z;1010.4;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;pp0qnhh0
2022-03-05T16:00:00Z;1444.4;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;ppz850h0
2022-03-05T16:00:00Z;804.6;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;prestah0
2022-03-06T03:00:00Z;284;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;dkl010h0
2022-03-06T03:00:00Z;4.7;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;fu3010h0
2022-03-06T03:00:00Z;10.4;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;fu3010h1
2022-03-06T03:00:00Z;0;Arosa;ARO;0-20000-0-06785;2771033.8;1184822.8;46.79259444;9.67905;1880;gre000h0
2022-03-06T03:00:00Z;1010.2;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;pp0qnhh0
2022-03-06T03:00:00Z;1451;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;ppz850h0
2022-03-06T03:00:00Z;804.5;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;prestah0
2022-03-06T03:00:00Z;0;Arosa;ARO;0-20000-0-06785;2771031.3;1184825.6;46.79261944;9.679016667;1880;rre150h0
2022-03-06T03:00:00Z;0;Arosa;ARO;0-20000-0-06785;2771033.8;1184822.8;46.79259444;9.67905;1880;sre000h0
2022-03-06T03:00:00Z;-15.1;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tde200h0
2022-03-06T03:00:00Z;-9.7;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200h0
2022-03-06T03:00:00Z;-10.3;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200hn
2022-03-06T03:00:00Z;-9.5;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200hx
2022-03-06T03:00:00Z;64.7;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;ure200h0
2022-03-03T17:00:00Z;-0.2;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200hx
2022-03-03T17:00:00Z;50.6;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;ure200h0
2022-03-02T05:00:00Z;0;Arosa;ARO;0-20000-0-06785;2771033.8;1184822.8;46.79259444;9.67905;1880;gre000h0
2022-03-02T05:00:00Z;1020.1;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;pp0qnhh0
2022-03-07T12:00:00Z;101;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;dkl010h0
2022-03-02T16:00:00Z;353;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;dkl010h0
2022-03-02T16:00:00Z;6.8;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;fu3010h0
2022-03-02T16:00:00Z;11.9;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;fu3010h1
2022-03-02T16:00:00Z;154;Arosa;ARO;0-20000-0-06785;2771033.8;1184822.8;46.79259444;9.67905;1880;gre000h0
2022-03-02T16:00:00Z;1017.6;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;pp0qnhh0
2022-03-02T16:00:00Z;1494.9;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;ppz850h0
2022-03-02T16:00:00Z;810.6;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;prestah0
2022-03-02T16:00:00Z;0;Arosa;ARO;0-20000-0-06785;2771031.3;1184825.6;46.79261944;9.679016667;1880;rre150h0
2022-03-02T16:00:00Z;0;Arosa;ARO;0-20000-0-06785;2771033.8;1184822.8;46.79259444;9.67905;1880;sre000h0
2022-03-02T16:00:00Z;-18.1;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tde200h0
2022-03-02T16:00:00Z;1.2;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200h0
2022-03-02T16:00:00Z;0.5;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200hn
2022-03-02T16:00:00Z;1.8;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200hx
2022-03-02T16:00:00Z;22.3;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;ure200h0
2022-03-06T00:00:00Z;13.7;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;fu3010h1
2022-03-06T00:00:00Z;0;Arosa;ARO;0-20000-0-06785;2771033.8;1184822.8;46.79259444;9.67905;1880;gre000h0
2022-03-06T00:00:00Z;1011;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;pp0qnhh0
2022-03-06T00:00:00Z;1458.5;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;ppz850h0
2022-03-06T11:00:00Z;77;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;dkl010h0
2022-03-06T11:00:00Z;5.4;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;fu3010h0
2022-03-06T11:00:00Z;12.6;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;fu3010h1
2022-03-06T11:00:00Z;635;Arosa;ARO;0-20000-0-06785;2771033.8;1184822.8;46.79259444;9.67905;1880;gre000h0
2022-03-06T11:00:00Z;1011.1;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;pp0qnhh0
2022-03-06T11:00:00Z;1451.5;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;ppz850h0
2022-03-06T11:00:00Z;805.2;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;prestah0
2022-03-06T11:00:00Z;0;Arosa;ARO;0-20000-0-06785;2771031.3;1184825.6;46.79261944;9.679016667;1880;rre150h0
2022-03-06T11:00:00Z;60;Arosa;ARO;0-20000-0-06785;2771033.8;1184822.8;46.79259444;9.67905;1880;sre000h0
2022-03-06T11:00:00Z;-17.6;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tde200h0
2022-03-06T11:00:00Z;-5.5;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200h0
2022-03-06T11:00:00Z;-5.8;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200hn
2022-03-06T11:00:00Z;-5.3;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200hx
2022-03-06T11:00:00Z;38;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;ure200h0
2022-03-04T01:00:00Z;79;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;ure200h0
2022-03-02T13:00:00Z;323;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;dkl010h0
2022-03-02T13:00:00Z;4.3;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;fu3010h0
2022-03-02T13:00:00Z;11.9;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;fu3010h1
2022-03-02T13:00:00Z;602;Arosa;ARO;0-20000-0-06785;2771033.8;1184822.8;46.79259444;9.67905;1880;gre000h0
2022-03-07T20:00:00Z;349;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;dkl010h0
2022-03-03T00:00:00Z;297;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;dkl010h0
2022-03-03T00:00:00Z;1.8;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;fu3010h0
2022-03-03T00:00:00Z;4.7;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;fu3010h1
2022-03-03T00:00:00Z;0;Arosa;ARO;0-20000-0-06785;2771033.8;1184822.8;46.79259444;9.67905;1880;gre000h0
2022-03-03T00:00:00Z;1017;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;pp0qnhh0
2022-03-03T00:00:00Z;1493.5;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;ppz850h0
2022-03-03T00:00:00Z;810.1;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;prestah0
2022-03-03T00:00:00Z;0;Arosa;ARO;0-20000-0-06785;2771031.3;1184825.6;46.79261944;9.679016667;1880;rre150h0
2022-03-03T00:00:00Z;0;Arosa;ARO;0-20000-0-06785;2771033.8;1184822.8;46.79259444;9.67905;1880;sre000h0
2022-03-03T00:00:00Z;-17.8;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tde200h0
2022-03-03T00:00:00Z;-1.1;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200h0
2022-03-03T00:00:00Z;-1.4;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200hn
2022-03-03T00:00:00Z;-0.6;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200hx
2022-03-03T00:00:00Z;27;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;ure200h0
2022-03-06T08:00:00Z;4.7;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;fu3010h1
2022-03-06T08:00:00Z;271;Arosa;ARO;0-20000-0-06785;2771033.8;1184822.8;46.79259444;9.67905;1880;gre000h0
2022-03-06T08:00:00Z;1010.9;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;pp0qnhh0
2022-03-06T19:00:00Z;343;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;dkl010h0
2022-03-06T19:00:00Z;9.7;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;fu3010h0
2022-03-06T19:00:00Z;14.8;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;fu3010h1
2022-03-06T19:00:00Z;0;Arosa;ARO;0-20000-0-06785;2771033.8;1184822.8;46.79259444;9.67905;1880;gre000h0
2022-03-06T19:00:00Z;1011.9;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;pp0qnhh0
2022-03-06T19:00:00Z;1463.5;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;ppz850h0
2022-03-06T19:00:00Z;805.9;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;prestah0
2022-03-06T19:00:00Z;0;Arosa;ARO;0-20000-0-06785;2771031.3;1184825.6;46.79261944;9.679016667;1880;rre150h0
2022-03-06T19:00:00Z;0;Arosa;ARO;0-20000-0-06785;2771033.8;1184822.8;46.79259444;9.67905;1880;sre000h0
2022-03-06T19:00:00Z;-12.7;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tde200h0
2022-03-06T19:00:00Z;-8.8;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200h0
2022-03-06T19:00:00Z;-9.6;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200hn
2022-03-06T19:00:00Z;-8.2;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200hx
2022-03-06T19:00:00Z;73.4;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;ure200h0
2022-03-04T09:00:00Z;-4.3;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200hn
2022-03-04T09:00:00Z;-3.5;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200hx
2022-03-04T09:00:00Z;56.6;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;ure200h0
2022-03-02T21:00:00Z;8.6;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;fu3010h1
2022-03-02T21:00:00Z;0;Arosa;ARO;0-20000-0-06785;2771033.8;1184822.8;46.79259444;9.67905;1880;gre000h0
2022-03-02T21:00:00Z;1017.7;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;pp0qnhh0
2022-03-05T18:00:00Z;341;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;dkl010h0
2022-03-03T08:00:00Z;270;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;dkl010h0
2022-03-03T08:00:00Z;4.3;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;fu3010h0
2022-03-03T08:00:00Z;9;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;fu3010h1
2022-03-03T08:00:00Z;229;Arosa;ARO;0-20000-0-06785;2771033.8;1184822.8;46.79259444;9.67905;1880;gre000h0
2022-03-03T08:00:00Z;1014.9;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;pp0qnhh0
2022-03-03T08:00:00Z;1474.9;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;ppz850h0
2022-03-03T08:00:00Z;808.4;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;prestah0
2022-03-03T08:00:00Z;0;Arosa;ARO;0-20000-0-06785;2771031.3;1184825.6;46.79261944;9.679016667;1880;rre150h0
2022-03-03T08:00:00Z;26;Arosa;ARO;0-20000-0-06785;2771033.8;1184822.8;46.79259444;9.67905;1880;sre000h0
2022-03-03T08:00:00Z;-17;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tde200h0
2022-03-03T08:00:00Z;-0.6;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200h0
2022-03-03T08:00:00Z;-1;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200hn
2022-03-03T08:00:00Z;-0.2;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200hx
2022-03-03T08:00:00Z;27.6;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;ure200h0
2022-03-06T16:00:00Z;18.4;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;fu3010h1
2022-03-06T16:00:00Z;255;Arosa;ARO;0-20000-0-06785;2771033.8;1184822.8;46.79259444;9.67905;1880;gre000h0
2022-03-06T16:00:00Z;1011.2;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;pp0qnhh0
2022-03-06T16:00:00Z;1452.8;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;ppz850h0
2022-03-07T03:00:00Z;248;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;dkl010h0
2022-03-07T03:00:00Z;4.7;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;fu3010h0
2022-03-07T03:00:00Z;9.4;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;fu3010h1
2022-03-07T03:00:00Z;0;Arosa;ARO;0-20000-0-06785;2771033.8;1184822.8;46.79259444;9.67905;1880;gre000h0
2022-03-07T03:00:00Z;1011.7;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;pp0qnhh0
2022-03-07T03:00:00Z;1465.4;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;ppz850h0
2022-03-07T03:00:00Z;805.7;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;prestah0
2022-03-07T03:00:00Z;0;Arosa;ARO;0-20000-0-06785;2771031.3;1184825.6;46.79261944;9.679016667;1880;rre150h0
2022-03-07T03:00:00Z;0;Arosa;ARO;0-20000-0-06785;2771033.8;1184822.8;46.79259444;9.67905;1880;sre000h0
2022-03-07T03:00:00Z;-14.2;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tde200h0
2022-03-07T03:00:00Z;-11.1;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200h0
2022-03-07T03:00:00Z;-11.4;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200hn
2022-03-07T03:00:00Z;-10.8;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;tre200hx
2022-03-07T03:00:00Z;77.7;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;ure200h0
2022-03-02T07:00:00Z;8.9;Arosa;ARO;0-20000-0-06785;2771032.3;1184823;46.79259722;9.679030556;1880;ure200h0
2022-03-03T05:00:00Z;9;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;fu3010h1
2022-03-03T05:00:00Z;0;Arosa;ARO;0-20000-0-06785;2771033.8;1184822.8;46.79259444;9.67905;1880;gre000h0
2022-03-03T05:00:00Z;1015.1;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;pp0qnhh0
2022-03-03T05:00:00Z;1479;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;ppz850h0
2022-03-06T02:00:00Z;339;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;dkl010h0
2022-03-03T16:00:00Z;311;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;dkl010h0
2022-03-03T16:00:00Z;8.6;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;fu3010h0
2022-03-03T16:00:00Z;16.2;Arosa;ARO;0-20000-0-06785;2771036.8;1184825.9;46.79262222;9.679088889;1888;fu3010h1
2022-03-03T16:00:00Z;243;Arosa;ARO;0-20000-0-06785;2771033.8;1184822.8;46.79259444;9.67905;1880;gre000h0
2022-03-03T16:00:00Z;1012.1;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;pp0qnhh0
2022-03-03T16:00:00Z;1449.2;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;ppz850h0
2022-03-03T16:00:00Z;806;Arosa;ARO;0-20000-0-06785;2771030.9;1184830.2;46.79266111;9.679013889;-;prestah0
2022-03-03T16:00:00Z;0;Arosa;ARO;0-20000-0-06785;2771031.3;1184825.6;46.79261944;9.679016667;1880;rre150h0
